# Time-averaged data for fix printp
# TimeStep v_pxy v_pxz v_pyz v_pxx v_pyy v_pzz
872 2232.51 -840.011 617.137 47189.9 47842.7 48823.3
874 1950.91 -118.959 -21.6667 47855.2 48232 49751
876 1566.72 569.873 -571.565 48932.8 48931.6 50889
878 1065.84 1247.37 -938.547 49842.5 49758.7 52048.9
880 306.751 1863.52 -1150.24 50528.8 50491.3 53071
882 -686.641 2302.31 -1212.03 51236.6 50712.1 53854.7
884 -1500.21 2768.32 -1202.31 51734.4 50565.7 54196.7
886 -1972.9 3105.72 -1090.45 51952.9 50503.7 54335.9
888 -2177.57 3030.66 -824.038 52033.3 50841.9 54370
890 -2259.05 2569.24 -433.059 51851.6 50796.6 53957.9
892 -2149.29 1881.63 166.913 51509.4 50117.8 53289.1
894 -1835.79 1133.63 822.543 51091.8 49046.2 52401.4
896 -1410.14 234.262 1504.16 50626.9 48147.9 51549.3
898 -884.481 -683.048 2190.71 50120.6 47425.4 50867.4
900 -220.8 -1654.11 2723.31 49717.5 46875.2 50383.8
902 433.336 -2599.56 3046.83 49387.2 46327.5 50157.8
904 1141.18 -3334.13 3166.08 48928.6 45704.2 50003.8
906 1760.08 -3438.77 2978.98 48075.5 45063.5 49712.6
908 2157.68 -3143.46 2670.76 47251.1 44834.6 49383.1
910 2228.32 -2668.95 2204.59 46657.2 44928.5 49044
912 2101.64 -2047.01 1565.33 46428.3 45267.3 48820.5
914 1814.25 -1224.8 824.07 46516.7 45911.7 48889.7
916 1470.23 -290.418 88.7309 46881.8 46938.3 48913.6
918 1090.3 663.14 -534.778 47473.3 48231.7 48990.9
920 572.313 1516.85 -998.279 48056.5 49474.7 49248
922 -68.6081 2128.55 -1394.96 48600.2 50405.5 49569.1
924 -785.928 2559.19 -1628.74 49127.3 51012.1 49902.4
926 -1664.81 2936.21 -1532.25 49556.9 51185.9 50070.3
928 -2607.27 3063.81 -1233.92 50025.5 51158.7 50083.7
930 -3160.01 2711.15 -707.429 50059.7 50956.7 49800.3
932 -3287.78 2200.04 -77.78 49730.5 50582.5 49363.4
934 -3309.01 1576.7 574.169 49502.4 50288.8 48723.2
936 -3215.51 815.933 1165.79 49344.4 50054.6 47897.9
938 -2935.08 -8.05225 1831.16 48991.8 49739.1 46966.5
940 -2450.59 -741.01 2548.66 48476.9 49533.8 46052.9
942 -1788.52 -1304.91 3138.56 47789.1 49433.5 45309.4
944 -965.004 -1930.95 3494.81 47108.8 49330.1 44834.5
946 10.0529 -2576.03 3742.69 46408.3 49174.9 44700.7
948 911.617 -2896.76 3811.74 45576.2 49046.2 44784.7
950 1675.5 -2818.66 3619.86 44767.5 48824.2 44825.6
952 2272.73 -2455.1 3228.86 44455.7 48510.8 45185.4
954 2562.83 -1851.06 2788.79 44530.3 48209 46138.1
956 2501.26 -1081.24 2292.38 44770.6 47920.3 47601
958 2206.43 -10.9031 1659.22 45015.1 47674 49267.1
960 1705.02 1250.82 804.584 45297.3 47527.7 50751.8
962 978.642 2495.14 -111.544 45686.2 47309.8 51694
964 161.512 3514.32 -789.103 45938.6 46963.6 52083.7
966 -783.471 4474.19 -1396.35 46226.6 46677.4 52372.1
968 -1742.62 5371.72 -2026.12 46667.5 46646.6 52798.6
970 -2573.48 6096.91 -2369.32 47506.4 46759.2 53144.5
972 -3199.02 6510.88 -2317.07 48113.7 46824.4 53224.4
974 -3585.12 6703.95 -2161.82 48459.7 46951.4 53182.3
976 -3815.4 6550.84 -1999.21 48748.9 47309.7 52989.7
978 -3790.15 5957.48 -1687.21 49238.7 47942.2 52894.7
980 -3530.03 5079.42 -1224.75 49851.2 48761 52811.4
982 -3125.89 4130.55 -635.121 50118.7 49593.5 52577.2
984 -2564.24 3012.5 125.792 49619.5 50246.8 51954.6
986 -1967.1 1824.04 947.643 48767.5 50745.2 51044.6
988 -1422.71 713.582 1681.22 48135.9 51166.7 49938.9
990 -1036.87 -223.796 2292.69 48031.1 51661.1 49033.2
992 -682.786 -907.784 2642.99 48451.8 52034.6 48509.1
994 -375.217 -1344.27 2816.26 49325.9 52236.6 48219.6
996 -371.758 -1352.65 2755.11 50034.7 52127.5 48166.5
998 -628.639 -1178.58 2503.03 50388.7 51622 48458.9
1000 -1047.69 -909.678 2037.27 50774.7 50746.1 48814.3
1002 -1506.23 -402.648 1630.29 51387.1 49927.6 49252.3
1004 -2134.42 264.212 1405.22 52127.4 49366 49960.5
1006 -2917.49 895.609 1205.35 52554.3 48995.9 50861.7
1008 -3658.12 1487.79 1043.68 52544.3 48592.2 51602.9
1010 -4190.48 2162.17 995.611 52390.8 48271 52380.2
1012 -4539.07 2886.61 905.463 52014.1 48051.4 52891.7
1014 -4852.74 3396.35 898.66 51499.1 47985.1 53165.8
1016 -5024.98 3724.47 1046.57 50882.9 48034.5 53388.4
1018 -4953.21 3913.85 1121.33 50050.7 47881.1 53557.8
1020 -4827.69 4038.72 1216.42 49279.6 47846.9 53723.4
1022 -4543.09 4003.13 1391.82 48661.3 48105.4 53717.9
1024 -3870.41 3758.48 1655.12 47796.6 48235.1 53082.9
1026 -3100.13 3450.05 1907.95 46466.5 47858.6 51661.2
1028 -2650.07 3226.2 2120.82 45142 47356.6 50192.8
1030 -2484.6 2894.85 2292.96 44399.5 46898.8 49071.6
1032 -2373.45 2448.07 2466.74 44524 46872.5 48326.5
1034 -2257.18 2052.19 2499.78 45261.3 47268.3 47817.4
1036 -2316.67 1597.99 2375.49 46265 47536.2 47252
1038 -2588.72 1030.87 2205.89 47370.1 47568.5 46892.9
1040 -2736.35 589.431 1863.7 48678.1 47271.8 46701
1042 -2728.01 289.616 1429.75 50049.9 46940.7 46703.8
1044 -2706.94 176.623 1080.08 51333.1 46830.8 47147
1046 -2762.15 257.397 815.822 52411.7 46787.4 48013
1048 -2676.01 508.152 606.617 53334.2 46921.4 49182.7
1050 -2478.76 830.01 464.338 54130 47255.5 50520
1052 -2192.08 1154.45 389.434 54794.1 47601.8 51591.4
1054 -2012.61 1355.48 211.7 54844.7 47688.8 52220
1056 -1922.84 1598.47 -32.1695 54201.9 47492.7 52368.2
1058 -1851.78 1963.81 -125.271 53253.7 47184.3 52500.2
1060 -1950.64 2202.54 -83.2403 52221.5 46923 52511.6
1062 -2235.01 2172.1 27.3885 51445.9 46683 52395.2
1064 -2472.46 2063.67 266.207 50821.9 46504.4 52199.8
1066 -2462.71 2136.17 371.024 49758.4 46102.9 51581.9
1068 -2109.79 2564.32 413.784 47995.5 45357.3 50271.8
1070 -1713 3117.98 532.07 46046.3 44532.2 48605.1
1072 -1402.05 3513.17 716.392 44632.7 43985.1 47108.1
1074 -1211.86 3583.93 849.931 44125.6 43967.6 46104.3
1076 -998.218 3468.23 821.482 44265.3 44416.1 45645.7
1078 -740.712 3269.44 739.475 44779.6 44795.6 45431.1
1080 -547.809 3021.24 684.218 45459.6 44928.9 45618
1082 -553.031 2743.88 635.707 46295.2 45109.2 45930.6
1084 -709.138 2530.47 528.782 47504.2 45848.9 46797.2
1086 -895.527 2383.35 469.015 48948.8 46761.6 48199
1088 -1074.57 2170.47 337.64 50385.1 47695.1 49878.2
1090 -1101.1 1733.89 123.016 51790.8 48373 51516.8
1092 -1061.87 1252.69 -210.91 53014.7 48830.8 53069.2
1094 -940.668 911.295 -663.917 54288.5 49353 54775.9
1096 -775.101 823.76 -1146.46 55314.9 49833.9 56003.6
1098 -505.27 889.336 -1579.17 55693.8 50007.1 56593.5
1100 14.5852 1003.44 -1838.92 55393.2 49725.8 56720.7
1102 717.074 1193.77 -1980.1 54521.3 48985.9 56357.8
1104 1360.75 1475.93 -2039.68 53589.3 48235.9 55764.8
1106 1907.16 1792.71 -1933.55 52944.1 47904.8 55182.6
1108 2322.15 2147.52 -1770.07 52253.1 47904.4 54466.1
1110 2299.23 2400.86 -1631.17 51181.8 47557.8 53341.8
1112 2017.49 2359.68 -1403.99 49999.5 46866.9 51916.9
1114 1698.75 2144.95 -958.642 48935.4 46221.2 50313
1116 1386.82 1824.32 -365.972 48252.7 45938.9 48873.8
1118 1101.19 1362.13 273.704 48036.5 45902.1 47743.5
1120 842.598 868.632 902.402 48382 45997.9 47025.7
1122 469.618 357.283 1588.16 49014.9 46093 46590
1124 6.20039 -23.7108 2362.31 49689.5 46308.3 46698.6
1126 -492.017 -366.114 2959.57 50434.2 46483.7 46765.4
1128 -1014.39 -808.858 3327.93 51133.2 46590 46552.2
1130 -1568.52 -958.809 3660.02 51683.1 46769.7 46931.6
1132 -1972.78 -815.643 3782.13 52159.7 46968.3 47833.5
1134 -2308.69 -526.002 3737.56 52767.4 47275.7 49118.2
1136 -2461.7 -87.4375 3730.74 53555.4 47813.7 50919.4
1138 -2359.74 381.866 3747.22 54691.8 48759.6 53106.9
1140 -1992.14 981.902 3689.38 55782.8 50020 55428.7
1142 -1561.83 1575.06 3412.43 56164.3 50791.3 57211
1144 -1190.2 2009.51 2932.08 55615.6 50542.1 58045.4
1146 -799.145 2281.32 2376.87 54621.2 49714.3 58161.5
1148 -390.253 2373.04 1941.83 53732.9 48961.4 57903.1
1150 -59.7881 2260.78 1507.43 53203.6 48781.1 57408.4
1152 58.5108 1955.91 997.191 52512.4 48871.1 56584.2
1154 170.824 1603.25 511.992 51572.4 48840.2 55451.1
1156 356.507 1207.39 275.292 50443.8 48582.4 54100.4
1158 495.555 744.815 239.017 49574.4 48578.7 52776.2
1160 516.468 162.864 250.92 49061.8 48723.6 51632.6
1162 327.545 -487.754 307.363 48683.5 48772 50561
1164 -10.0699 -1093.49 469.024 48282.5 48877.5 49704.3
1166 -508.17 -1445.07 711.099 47769.4 49060.4 49049.7
1168 -1138.61 -1709.63 924.807 47430 49315.1 48438.1
1170 -1863.95 -1772.61 957.659 47135.2 49567 47942.1
1172 -2632 -1663.99 770.33 47039.9 49631.9 47755.5
1174 -3268.55 -1321.99 406.526 47225.3 49385.8 47852.7
1176 -3749.07 -766.593 52.6732 47714.2 48954.8 48260.5
1178 -3930.65 -77.0168 -227.429 48473.3 48919.1 49011.5
1180 -3759.37 701.989 -516.011 49424.9 49259.6 50010.7
1182 -3402.29 1465.94 -819.342 50221 49527 51064.7
1184 -3028.53 2170.83 -1088.38 50731 49492.8 51926.5
1186 -2563.3 2723.44 -1185.95 50885.1 49214.5 52517.3
1188 -1831.1 3013.87 -1087.18 50937.7 49065.9 53061.4
1190 -1017.17 2942.78 -822.599 51217.4 49373.8 53721.4
1192 -261.442 2590.87 -238.926 51621 49933.5 54147.1
1194 312.961 1993.16 612.658 51945.7 50487.2 53769.3
1196 886.072 1286.91 1476.16 52210.8 50794 52676.8
1198 1373.92 550.444 2212.33 52326.6 50703 51359.8
1200 1794.65 -260.96 2793.02 51884.6 49991.5 49807.9
1202 1934.78 -987.855 3199.05 50889.4 48797.3 48143.4
1204 1771.23 -1571.13 3286.13 49757.6 47650 46763.3
1206 1398.15 -1979.24 3010.44 48840.3 46770.2 45682
1208 859.048 -2143.82 2318.99 48658.5 46520.8 45001.9
1210 485.787 -1888.99 1520.19 49351.1 47008.6 44891.2
1212 51.8501 -1324.27 759.946 50411 47492.3 45339.4
1214 -594.215 -659.311 17.7291 51382 47880.6 46265.9
1216 -985.34 44.3223 -611.193 52270 48932.7 47388.8
1218 -1134.89 764.021 -1193.45 53019.7 50559 48573.7
1220 -1254.1 1468.61 -1684.53 53536.2 51994 49656.6
1222 -1405.27 2080.97 -2066.63 53471.8 52745.9 50471.5
1224 -1528.96 2656.14 -2315.53 52938.1 53125.6 51135.8
1226 -1488.11 2981.25 -2467.32 52147 53418.4 51880.3
1228 -1310.54 3061.63 -2674.64 51320.8 53810 52667.9
1230 -1060.04 2936.89 -2628.32 50664.5 53989.4 53471.6
1232 -752.771 2630.82 -2295.6 50304.4 53790.5 54004.8
1234 -437.064 2312.05 -1728.77 49942.2 53248.6 54362
1236 -234.841 1955.56 -1115.53 49293.1 52633.4 54614.9
1238 -245.715 1645.34 -458.395 48631.2 51953.4 54870
1240 -497.633 1377.63 164.449 48030.3 51089.6 54947.8
1242 -790.203 970.214 602.14 47720.5 50057.6 54991.9
1244 -1284.12 399.672 682.264 47487.8 49052.8 54837.7
1246 -1931.14 3.22208 686.623 47390.3 48363.2 54382.2
1248 -2576.69 -154.24 704.309 47666.5 48147.5 53814.2
1250 -3117.52 -392.587 460.584 48105.7 48320.8 53278.5
1252 -3436.16 -663.383 -7.63963 48690.3 48919.1 53062
1254 -3565.16 -788.677 -459.036 49499.1 50033.8 53086.7
1256 -3671.87 -880.022 -1024.84 50489.7 51366.8 53091.2
1258 -3772.22 -983.178 -1757.99 51388.4 52310 53106.8
1260 -3589.18 -1122.66 -2512.02 52151.8 53086.1 53383.8
1262 -2979.58 -1136.54 -3204.61 52996.9 53807.2 53801.3
1264 -2112.92 -1122.91 -3721.7 54178.1 54877.9 54417.2
1266 -1312.62 -1062.24 -3867.13 55371.3 55787.3 54977.6
1268 -799.552 -861.666 -3701.56 56199.9 55935.5 55312.5
1270 -513.638 -504.348 -3372.66 56725.7 55314.9 55351.8
1272 -301.773 -117.325 -2906.22 56915 54067.1 55322.6
1274 -213.298 279.024 -2405.01 57005.5 52503.5 55112.6
1276 -199.363 665.025 -1682.06 57058.4 51027.3 54620.8
1278 -155.757 971.126 -820.719 57015.2 49934.7 54115
1280 -284.474 1176.47 -52.1797 56796.9 49415.2 53780.9
1282 -392.582 1267.47 463.084 56027.7 49204.2 53163
1284 -689 1045.12 694.831 54557.9 48667.8 52100.1
1286 -1166.94 509.706 739.904 52856.1 47914.4 50765.3
1288 -1337.35 -73.9172 718.745 51161.3 47173.3 49575.4
1290 -1200.41 -596.86 563.605 49814.8 46733.6 48829.1
1292 -1069.83 -1076.75 149.799 48994.3 46659.2 48541.6
1294 -911.881 -1434.95 -338.945 48621.1 46884.3 48706.9
1296 -727.29 -1682.26 -924.347 48779.7 47686.1 49306.2
1298 -471.948 -1838.52 -1594.14 49481.3 49091.2 50370
1300 -227.118 -1814.61 -2312.64 50720.7 51112 51830.4
1302 -150.227 -1555.25 -2760.36 51930.2 52513 53032.5
1304 -80.7601 -1200.96 -2936.16 53099.5 52950.5 54089.9
1306 6.86458 -961.885 -3114.73 53977.3 53151.1 54767.3
1308 6.68634 -714.66 -3174.9 54157.1 53060.4 55048.6
1310 42.9367 -437.846 -2916.38 53942.2 52665.7 54986.2
1312 31.7609 -218.617 -2441.32 53629.2 52250.6 54399
1314 -58.088 -106.018 -1851.58 53382.1 51939.5 53327.5
1316 -235.333 -22.2698 -1098.22 53166.9 51596.3 51946.9
1318 -509.667 -36.0201 -268.084 52770.3 51173.6 50697.4
1320 -763.72 -117.041 582.505 52024.3 51047 49926.9
1322 -1103.75 -228.485 1387.95 51188 51118.1 49269.6
1324 -1558.5 -455.392 1892.93 50435.2 50575.7 47946.1
1326 -2025.07 -647.193 1902.62 49587.6 50016.8 46667.8
1328 -2311.75 -744.211 1584.48 48488.1 49859.3 45974.3
1330 -2453.56 -752.229 1056.93 47098 49763.1 45686.1
1332 -2509.22 -676.228 372.546 45794.5 49544.8 45862.8
1334 -2614 -463.4 -353.511 45165.4 49774.7 46646.4
1336 -2658.29 -207.282 -1063.4 45126.8 50601 48059.1
1338 -2543.65 121.407 -1798.38 45835.7 51817.7 50049.5
1340 -2250.81 384.353 -2329.25 47026.8 52945 52273.7
1342 -2025.01 602.57 -2708.79 48307 53412.9 54220.6
1344 -1830.65 748.54 -2833.4 49696.3 53307.7 55534.3
1346 -1428.6 681.654 -2653.43 51168.2 52836.8 56073
1348 -812.965 448.92 -2282.84 52556.5 52025.5 56210.7
1350 -90.511 163.556 -1823.66 53709.4 51297.9 55955
1352 571.344 -145.403 -1361.05 54906.9 51086.4 55592.7
1354 1120.3 -485.902 -831.902 56133.3 51559.8 55005.8
1356 1421.78 -1007.78 -318.396 57139.4 52373.8 54024.2
1358 1406.19 -1702.7 83.6958 57537.4 53152.6 52634.5
1360 1322.73 -2260.5 571.649 56759.7 53327.3 50908.9
1362 1368.9 -2620.73 1058.11 54683.3 52631.5 48872.2
1364 1290.28 -2876.56 1426.42 52062.6 51840.3 46871.6
1366 980.984 -3069.58 1541.84 49688.2 51261.5 45190.2
1368 439.766 -3101.52 1497.16 48001.7 51224 44208.6
1370 -239.379 -2965.1 1382.48 46619.2 51373.8 43841.8
1372 -925.603 -2778.09 1114.75 45517.7 51866.6 43873
1374 -1553.93 -2494.49 719.049 44962.1 52711.4 44238.1
1376 -2057.7 -2198.8 416.795 44499.3 53397.4 44465.6
1378 -2510.86 -1823.71 80.9469 44172.2 53786 44664.2
1380 -2970.22 -1333.84 -332.424 44130.7 54163.4 45293.9
1382 -3327.09 -805.923 -759.199 44589.6 54525.4 46382.4
1384 -3416.09 -147.681 -1258.09 45695.1 55207 48149.3
1386 -3265.42 606.784 -1859.02 47313.4 56580.3 50302.6
1388 -2860.78 1178.75 -2497.1 49124.9 58134.2 52420.5
1390 -2284.8 1498.99 -2892.21 50465.6 59068.7 53978.1
1392 -1900.39 1992.26 -3042.86 50704 58627.7 54655.8
1394 -1631.75 2753.64 -3151.93 50338.4 57360.3 55085.4
1396 -1116.31 3274.37 -3110.2 49937.4 55743.9 54891.8
1398 -465.674 3600.38 -2859.05 49574.8 54124.9 54118.8
1400 235.148 3882.48 -2521.02 49420.5 52607.8 53470.6
1402 807.664 4103.58 -2081.53 49256.6 51037.7 53001
1404 1236.32 4155.97 -1423.35 48837.4 49516.1 52452.2
1406 1435.82 3996.8 -749.131 48229.6 48241.9 51796.3
1408 1492.83 3806.69 -45.8027 47480.5 47439.1 51051.5
1410 1500.97 3619.38 673.201 46495 46873.2 50197.4
1412 1490.29 3411.83 1176.2 45206.1 46385.1 49290.5
1414 1183.45 3046.18 1407.03 43860.3 46043.7 48587.3
1416 807.249 2640.62 1620.67 42953.8 46646.3 48418.8
1418 489.767 2212.91 1848.09 42563 48020.7 48757
1420 215.837 1710.11 1937.9 42431.9 49517.1 49279.6
1422 -264.981 1286.37 1812.27 42006.2 50527.6 49796.3
1424 -942.609 971.629 1558.92 41528.5 51253.9 49990.1
1426 -1573.87 576.396 1184.28 41473.2 52032.2 50021.5
1428 -2023.31 267.444 735.025 41955.3 52880.8 50049.7
1430 -2339.94 108.581 296.611 42883.8 53791 50287
1432 -2415.69 94.4676 -190.048 44104 54689.7 50730.6
1434 -2189.56 148.355 -583.847 45160.8 55282.7 51076.7
1436 -1767.63 302.236 -738.929 46040.7 55316.7 51223.1
1438 -1384.62 472.373 -819.345 46452.3 54672 50850.5
1440 -1029.75 650.98 -1008.28 46422.2 53624.5 50059.9
1442 -520.642 806.46 -1330.05 46360.8 52385.5 49104.7
1444 69.1427 893.232 -1748.72 46289.4 51007.7 48403.6
1446 599.347 916.952 -2129.24 46124.3 49638.1 47835.2
1448 997.11 940.037 -2276.46 45981.1 48438.7 47513.6
1450 1402.85 974.578 -2250.13 45745.1 47204.2 47175.5
1452 1742.2 1020.3 -1999.81 45476.9 46061.3 46885.3
1454 2061.16 1011.93 -1647.95 45089.3 45266.1 46594.1
1456 2160.85 930.482 -1229.84 44821.7 45051.5 46492.9
1458 2113.26 828.026 -958.764 44858.1 45908.5 46837.8
1460 1693.37 853.91 -753.932 45059.9 47158.1 47491.6
1462 1132.96 973.989 -218.645 45052.7 48245 48010.3
1464 629.055 1151.95 312.111 44901.9 49345.1 48229.6
1466 30.6566 1522.65 658.583 45000.9 50750 48517
1468 -680.396 1857.63 1003.48 45327.5 52374.6 48956.6
1470 -1375.89 1976.28 1258.21 45742.9 53898.1 49431.1
1472 -2025.56 2124.67 1476.28 46017.5 54615.4 49534.9
1474 -2570.27 2367.14 1578.86 46280.1 55024 49251.8
1476 -2769.3 2556.18 1538.25 46677.7 54964.1 49093.7
1478 -2450.51 2648.66 1617.54 47172.1 54036.4 48955.4
1480 -1892.73 2532.32 1630.71 47507.3 52738.7 48648.1
1482 -1313.38 2345.49 1507.22 47674.9 51488.5 48131.7
1484 -608.63 2139.62 1331.14 47924.3 50269.8 47719.1
1486 23.6329 2014.52 1045.89 48477.6 49364 47780.1
1488 710.234 1802.15 607.133 49358.5 48842.6 48194
1490 1239.03 1408.72 128.911 50322 48778.3 48977.2
1492 1612.77 884.232 -286.15 50764.2 48939.7 49637.3
1494 1821.71 546.545 -656.535 50515.8 49198.5 49921.2
1496 1800.98 425.004 -1036.09 49603.1 49556.4 49496.7
1498 1517.14 550.733 -1329.44 48344.1 50096.1 48636.2
1500 1091.52 748.164 -1555.66 47251.4 51027.5 47757.7
1502 716.807 845.558 -1747.41 46766.9 52434.2 47343.4
1504 516.444 1079.84 -1959.02 46666.6 54151 47110.8
1506 341.839 1486.55 -2182.45 46683.4 55831.8 46728.9
1508 226.179 1932.29 -2206.16 46938.9 57512.5 46335.8
1510 373.705 2178.84 -1981.58 46847.4 58335.6 45973.4
1512 861.413 2183.34 -1608.4 46237.9 58223.3 45711.1
1514 1387.23 1943.44 -1165.75 45610.9 57365.9 45718.9
1516 1811.94 1538.96 -580.343 45111 55746.2 45654.2
1518 2105.36 1057.32 -80.0941 44807.7 53564 45587.2
1520 2288.08 440.906 288.989 44829.6 51766.5 45810
1522 2321.93 -264.841 546.524 45412.3 50570.7 46390.2
1524 2104.96 -845.881 622.737 46494.1 49850.3 47339.8
1526 1635.28 -1253.75 537.203 47127.1 49230.8 48192.1
1528 1063.39 -1577.02 389.084 46822 48492.1 48606.4
1530 272.613 -1960.04 243.247 46501.2 47984.8 48639
1532 -607.649 -2286.3 95.7966 46434.9 47732.8 48244.7
1534 -1487.54 -2369.53 -45.4601 46686.9 48126.9 47668
1536 -2240.68 -2129.04 -266.146 47223.2 49002.1 47010.2
1538 -2821.05 -1564.97 -636.184 47844.8 50241.9 46409.3
1540 -3218.87 -834.779 -938.949 48311.5 51767.1 45887.7
1542 -3435.26 65.7324 -1139.5 48656.2 53442.8 45396.2
1544 -3532.62 962.264 -1318.68 48981.3 55231.2 44966.3
1546 -3376.13 1794.21 -1514.49 49484.8 56929.1 44824.9
1548 -2720.5 2298.32 -1368.27 49799.8 57475.4 44711.6
1550 -1625.79 2593.25 -1060.24 49884.5 57261.7 44794.1
1552 -556.321 2782.23 -806.899 49864.2 56631.6 45146.2
1554 411.119 2832.11 -442.228 49819.2 55586.1 45794.8
1556 1075.23 2757.02 50.3687 49727.4 53911.6 46650.6
1558 1489.07 2437.83 525.147 49484.9 51853.2 47578.6
1560 1824.64 1798.23 765.43 48969.2 49613.1 48191.4
1562 1946.3 987.615 875.539 48485 47491.7 48516.9
1564 1800.96 113.453 917.045 48425.6 45915.3 49078.4
1566 1377.06 -929.716 740.838 48704.9 45286 50090.5
1568 940.67 -1953.14 485.916 48986.9 45293.7 51210.3
1570 619.318 -2555.78 398.108 48997.1 45303.5 51747.7
1572 391.151 -2926.3 299.866 48817.4 45616.2 51972.3
1574 199.334 -3234.47 45.0377 49105.1 46673.4 52469.9
1576 21.3332 -3301.56 -349.236 49880.4 48436.3 53098.3
1578 -155.943 -3170.72 -804.659 50793.3 50571.6 53586.9
1580 -191.806 -2933.04 -1364.29 51495 52566.7 53807.8
1582 50.7945 -2718.47 -1930.4 51800.6 54137.9 53504.5
1584 520.441 -2475.05 -2166.61 51560.9 55204.8 52460.8
1586 1250.25 -2220.99 -2104.8 51227.6 56015.9 51350.4
1588 1918.58 -1931.25 -1934.8 50977.1 56566.3 50528.4
1590 2131.98 -1492.4 -1602.12 50533.7 56715.7 50004.1
1592 2212.88 -981.544 -1256.32 50391.4 56580.7 49549.1
1594 2152.92 -736.632 -923.383 50455.8 56228.8 49313.1
1596 1765.82 -898.043 -575.612 50244.5 55660.6 49309.4
1598 1261.12 -799.01 -276.079 49633.9 54924.1 49413.6
1600 806.734 -381.88 98.0032 49100.9 54079.6 49534.5
1602 209.366 -31.0986 372.108 48961.4 53114.8 49769.9
1604 -435.281 279.673 425.98 48952.4 51689.5 50074.9
1606 -1209.47 619.131 384.2 48871.5 49959.3 50204.5
1608 -1784.45 981.92 215.739 48724.6 48045 50199.2
1610 -2194.47 1308.76 -19.139 48609.9 46435.7 50176.9
1612 -2388.75 1560.13 -324.962 48790.8 45281.6 50140.2
1614 -2351.38 1711.27 -698.258 49273.2 44808.2 50198.9
1616 -2184.57 1921.5 -1071.02 49990.1 44898.2 50318.4
1618 -2043.22 2266.16 -1308.97 50789.1 45665.5 50494.8
1620 -1486.21 2440.66 -1350.93 51531.9 46310.1 50615.2
1622 -507.51 2354.92 -1226.59 52099.9 46770.6 50473.3
1624 313.456 2124.11 -1030.6 52432.8 47462.6 50051.4
1626 706.673 1937.73 -673.607 52346.8 48152.4 49461.4
1628 847.221 1774.55 -207.273 52264.8 48998.3 49040.4
1630 958.327 1376.59 340.792 52293.2 49951.2 48644.7
1632 966.119 783.479 937.85 52160.7 50856.7 47951.2
1634 630.726 401.857 1376.82 51601.3 51674 47228
1636 79.3168 264.536 1707.32 51135 52327.7 46774.7
1638 -599.035 359.168 1972.32 50815.2 52674.8 46674
1640 -1246.36 629.286 1994.78 50635.5 52783.3 46892.8
1642 -1752.57 867.226 1772.58 50540.1 52891.2 47239.7
1644 -2136.32 912.872 1372.55 50829.5 53139.7 48047.3
1646 -2340.43 1009.46 947.083 51419.5 53566.3 49591.1
1648 -2272.84 1180.23 335.138 52136.5 53610.6 51368.6
1650 -1917.57 1216.45 -551.061 52744.8 52747.5 52809
1652 -1617.09 1106.88 -1696.1 53378.9 51132.8 53743.3
1654 -1340.42 1019.62 -2864.03 53899.3 49231.4 54336.3
1656 -814.966 1189.84 -3886.22 54538.8 47610.4 54693.3
1658 -95.0253 1532.54 -4501.34 54876.2 46210.2 54480.9
1660 814.814 1926.45 -4725.28 54466.5 45090.5 54020.9
1662 1717.44 2363.28 -4605.22 53558.6 44485.2 53330.6
1664 2345.41 2618.15 -4314.1 52633.8 44431.8 52372.7
1666 2718.36 2692.29 -3756.95 51782.7 44866 51395.1
1668 2723.91 2548.33 -2893.73 50683 45477.6 50664.3
1670 2321.21 2355.66 -1855.64 49498.2 46279.8 50177.9
1672 1795.47 2074.06 -773.252 48543 47392.1 49881.4
1674 1196.4 1560.69 215.056 48060.1 48640.2 49902.5
1676 411.121 824.141 1049.65 47734.4 49586.7 50090
1678 -616.877 -145.936 1772.85 47588 50330.2 49939.6
1680 -1572 -1157.99 2331.47 47922.4 50659.2 49429.4
1682 -2371.65 -2144.28 2697.89 48948.8 50886.9 49155.9
1684 -2949.39 -3033.88 2761.48 50526 51498.8 49578
1686 -3166.64 -3470.96 2351.65 52215.8 52316.5 50475
1688 -3064.04 -3399.43 1557.26 53507.8 52514.4 51084.6
1690 -2761.86 -3150.28 731.352 54432.3 51724.8 51111.8
1692 -2297.37 -2797.78 77.2978 55195.2 50238.3 50724.3
1694 -1674.79 -2304.54 -615.778 56059.6 49131.6 50742.3
1696 -858.703 -1633.77 -1428.42 56785.8 48674.4 51336
1698 -77.0624 -833.036 -1930.76 56904 48234.5 51744.3
1700 546.027 207.534 -1960.02 56588.6 47565 51706
1702 969.545 1191.76 -1639.14 55980.4 47070.6 51346.9
