Box size: max: 28.688099 min: 3.311927 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Viscosity(in Pa s)
606      0.303          992741.0638645173    409662321.36135036    0.0014793426650511307
608      0.304          695166.2690900994    410506275.0278277    0.0014823902889136266
610      0.305          400091.33575314074    411053903.8302493    0.0014843678460620142
612      0.306          132585.04030970205    411320242.01828074    0.0014853296270810202
614      0.307          -85330.78670030533    411343869.14508545    0.0014854149476362976
616      0.308          -235643.0513449496    411183382.2260628    0.0014848354089916308
618      0.309          -306401.516503571    410912359.94213855    0.0014838567131075268
620      0.31          -292321.7061569421    410612998.3308083    0.0014827756803133768
622      0.311          -195409.7015231864    410369132.6269682    0.0014818950502885442
624      0.312          -24513.31018359722    410259171.1211148    0.0014814979653270041
626      0.313          205455.58857060765    410349642.2603083    0.001481824668099473
628      0.314          473403.3936913386    410689071.7514393    0.0014830503910957641
630      0.315          752620.3342160621    411302083.615393    0.0014852640547822747
632      0.316          1014246.5807661312    412185517.0728841    0.0014884542451836212
634      0.317          1230614.8801739644    413307947.80335414    0.001492507485087723
636      0.318          1377915.8517380906    414612213.16931015    0.0014972173529515663
638      0.319          1438481.723825972    416020411.95709217    0.0015023025376000262
640      0.32          1402408.92243289    417440857.28022164    0.0015074319460428012
642      0.321          1268750.1334353727    418776436.8081558    0.0015122548933221023
644      0.322          1046482.6775574716    419934053.2136522    0.0015164351931669187
646      0.323          754378.5606020463    420834483.83273196    0.0015196867624772145
648      0.324          418185.92899242445    421420766.0775292    0.0015218039021145829
650      0.325          68676.03732725611    421664197.06068903    0.0015226829623078341
652      0.326          -260703.0637071248    421568183.54749906    0.0015223362453190437
654      0.327          -537381.2590755546    421169141.38610774    0.001520895253400288
656      0.328          -732911.7170756718    420533994.8980321    0.0015186016587752191
658      0.329          -826320.781031006    419754378.64897877    0.0015157863654971866
660      0.33          -806554.5994144217    418937940.9587561    0.0015128381053191732
662      0.331          -672891.3291041177    418198217.9944968    0.001510166871758541
664      0.332          -434486.2768781328    417644529.1915057    0.0015081674311785435
666      0.333          -110290.4211024792    417372140.84251535    0.001507183802260011
668      0.334          271413.98202350544    417452702.6229759    0.0015074747210797154
670      0.335          676116.6901715614    417926467.9590734    0.0015091855478713578
672      0.336          1068837.027585437    418798944.8179519    0.0015123361726037462
674      0.337          1417022.814918417    420041874.7392039    0.001516824550387835
676      0.338          1691256.9146004352    421596014.60396326    0.0015224367467981744
678      0.339          1867184.1567916116    423375235.1396593    0.0015288617380940384
680      0.34          1929040.6800179444    425273347.5580641    0.0015357160630763277
682      0.341          1871960.6757488435    427173848.2359475    0.0015425790123668767
684      0.342          1702511.8540596615    428961084.50085175    0.0015490329494788214
686      0.343          1437536.2607554349    430531108.55825925    0.001554702505725931
688      0.344          1101031.7287882017    431800392.5530311    0.0015592860514161782
690      0.345          720542.4836520232    432711179.6592512    0.0015625750193166978
692      0.346          325802.7236353056    433234352.26289487    0.0015644642620256297
694      0.347          -51269.79472179734    433371618.7273516    0.001564959948660116
696      0.348          -378796.1808430328    433156585.7395692    0.0015641834372344063
698      0.349          -628607.9745664914    432652883.6618644    0.0015623645050671829
700      0.35          -779608.0502412848    431948775.64946055    0.0015598218816204085
702      0.351          -819173.5022487587    431149384.87321556    0.0015569351800135392
704      0.352          -743864.5000781071    430367865.8720521    0.0015541130156560084
706      0.353          -560466.1224255129    429715700.5608003    0.001551757963899247
708      0.354          -285185.26841431804    429292874.8653804    0.0015502310866188664
710      0.355          58170.828781853976    429179367.64556414    0.0015498211976339399
712      0.356          439558.1424412453    429428232.1311757    0.0015507198788945393
714      0.357          824671.5856770622    430060346.99523485    0.001553002525940302
716      0.358          1178828.5930005636    431062097.0845736    0.001556619972724163
718      0.359          1470951.803288853    432386987.28271836    0.0015614043194761668
720      0.36          1676210.402507897    433960568.3856168    0.0015670867206662499
722      0.361          1779080.0445638634    435688213.6091527    0.0015733254669604054
724      0.362          1775222.4961283365    437465364.8794987    0.0015797429858763173
726      0.363          1671034.8049539959    439188493.5300399    0.0015859654222518341
728      0.364          1480815.8607241479    440764418.862879    0.001591656288753924
730      0.365          1224874.1635499587    442117263.87501603    0.0015965415838892086
732      0.366          927648.693190613    443193525.30338633    0.001600428100580434
734      0.367          617102.813884815    443965901.05692405    0.0016032172475096962
736      0.368          322160.3657568704    444435532.6467449    0.001604913146818593
738      0.369          69962.97126171131    444631594.3152542    0.0016056211504012587
740      0.37          -118935.78589892593    444607107.9079356    0.0016055327268749261
742      0.371          -232931.03713049446    444431174.49642086    0.0016048974089843354
744      0.372          -267961.5005813441    444180728.22756493    0.0016039930157035712
746      0.373          -226994.01955718076    443933250.4674957    0.001603099342085004
748      0.374          -120259.33033596005    443759623.79254913    0.0016024723541130912
750      0.375          37560.41504697644    443718274.3349046    0.00160232303597061
752      0.376          228435.08245615967    443851272.0836562    0.0016028033077306052
754      0.377          434354.8152209597    444182667.0324948    0.00160400001697438
756      0.378          638969.3792338937    444719329.1297222    0.00160593797195766
758      0.379          828463.5929522407    445453045.6158153    0.0016085875153628772
760      0.38          992281.9575430364    446363418.3910629    0.0016118749870616398
762      0.381          1122290.6560553315    447420704.6978621    0.00161569298217924
764      0.382          1213400.5430517152    448588550.2974156    0.0016199102209427919
766      0.383          1264295.982435281    449827398.5601591    0.001624383859339681
